player_id,match_id,injury
1071,17928,
491,6403,
1614,17928,
720,17928,
1750,6403,
38,6403,
929,6403,
922,9227,
1199,9227,
205,9227,
344,9227,
1184,9227,
1521,4716,
73,4716,
268,4716,
1144,7543,
1217,7543,
1559,4716,
1731,7543,
1474,4716,
1334,18683,
1178,12276,
532,12276,
1715,12435,
1620,12435,
1115,18683,
1011,18683,
111,18683,
42,18683,
142,12435,
664,12435,
1721,12276,
1481,3345,
263,9670,
889,9670,
1614,9670,
720,9670,
1228,14890,
576,14890,
1508,14890,
1425,14890,
357,3345,
548,3345,
1175,3345,
1401,10180,
1626,10180,
105,10180,
1514,10180,
58,10180,
626,10180,
491,19400,
38,19400,
1184,19400,
922,19400,
205,19400,
1003,18415,
1521,18415,
1559,18415,
1721,12278,
42,2598,
1317,871,
1334,2598,
532,2598,
111,12278,
1011,12278,
1115,12278,
1620,12376,
1071,12376,
1178,2598,
800,3343,
626,14928,
1401,14928,
1514,14928,
576,14928,
1228,14928,
876,15783,
1084,15783,
284,3343,
1199,15783,
1590,15783,
783,3343,
1481,3343,
1175,3343,
73,11720,
142,17949,
664,17949,
1601,17949,
357,266,
482,266,
1474,11720,
268,11720,
983,11720,
69,17949,
409,11720,
1757,266,
1233,266,
720,17949,
1614,17949,
510,11720,
548,266,
191,8434,
1731,7540,
1144,7540,
1626,7540,
105,7540,
58,7540,
1449,7540,
1508,2073,
654,2073,
1425,2073,
345,8434,
1750,8434,
1700,8434,
1508,11078,
532,11078,
1178,11078,
1425,11078,
1721,15362,
42,15362,
1334,15362,
1731,9668,
664,4316,
1715,4316,
357,4316,
576,20081,
1228,20081,
889,9668,
548,4316,
205,6948,
1071,6948,
142,4316,
263,9668,
1144,9668,
1449,9668,
646,4316,
1184,6948,
922,6948,
38,19413,
730,19413,
345,19413,
491,19413,
1354,13188,
510,13188,
983,13188,
800,13188,
783,13188,
284,13188,
1509,15771,
1004,15771,
1481,15771,
1175,15771,
58,10181,
1514,5703,
105,10181,
1626,10181,
1199,9215,
876,9215,
1700,8435,
67,4698,
491,9215,
268,4698,
191,8435,
1559,8435,
73,4698,
344,9215,
1422,8435,
1401,5703,
438,5703,
1757,5703,
1233,5703,
654,10181,
1474,4698,
38,9215,
111,18749,
1317,18749,
1011,18749,
579,18749,
1184,4319,
646,4319,
205,4319,
922,4319,
548,4319,
357,4319,
1344,11709,
730,6453,
736,6453,
983,11709,
1166,11709,
1004,6453,
1481,6453,
345,6453,
593,11709,
510,11709,
205,6953,
922,6953,
1614,6953,
73,13190,
268,13190,
1699,13190,
783,13190,
800,13190,
1129,13190,
720,6953,
191,2601,
1303,2601,
532,2601,
603,2601,
1233,12279,
1757,12279,
1721,12279,
1184,6953,
111,11079,
1199,9214,
654,2083,
664,17268,
1273,2083,
1620,9214,
221,9214,
1508,11079,
1425,11079,
1011,11079,
579,11079,
1559,17268,
1715,17268,
1422,17268,
468,9214,
142,17268,
1449,7524,
654,15355,
1620,16433,
1071,16433,
42,15355,
1334,15355,
191,7524,
1303,7524,
405,7524,
580,7524,
58,17973,
1115,18786,
1011,18786,
579,18786,
1344,18786,
576,18786,
1757,261,
1233,261,
1509,261,
1614,17973,
720,17973,
1626,17973,
105,17973,
889,18360,
1559,18360,
1522,18360,
1422,18360,
736,19424,
1481,19424,
1004,19424,
73,826,
268,826,
1699,826,
1317,826,
1086,19424,
491,19424,
532,2603,
1721,12280,
1514,2603,
1401,2603,
438,2603,
603,2603,
730,6466,
357,6466,
850,6466,
345,6466,
548,6466,
1614,12414,
783,13207,
1620,12414,
800,13207,
720,12414,
576,13207,
1344,13207,
1425,6959,
1508,6959,
205,6959,
922,6959,
1184,6959,
284,13207,
1334,15351,
1038,9209,
983,9209,
510,9209,
111,15351,
579,15351,
1011,15351,
1071,16431,
42,15351,
359,2084,
405,2084,
1601,17206,
1715,17206,
1298,1434,
1650,16431,
209,16431,
221,9209,
468,9209,
876,9209,
736,17206,
1449,2084,
1004,17206,
654,2084,
1757,1434,
1233,1434,
142,17206,
1481,17206,
1626,10184,
810,10184,
105,10184,
1106,5715,
1590,10184,
191,5715,
1514,5715,
1401,5715,
438,5715,
1422,18407,
1559,18407,
268,20069,
73,20069,
38,18407,
491,18407,
603,2605,
1650,19434,
491,19434,
1298,12282,
1410,12282,
1721,12282,
1011,2605,
111,2605,
532,2605,
579,2605,
639,19434,
889,19434,
1344,14407,
576,14407,
73,7517,
405,7517,
1449,7517,
128,14407,
580,7517,
268,7517,
409,17184,
69,17184,
983,17184,
510,17184,
548,16430,
142,17184,
1071,16430,
646,16430,
1715,17184,
357,16430,
922,2092,
1004,8439,
654,2092,
1620,15342,
1481,8439,
513,2092,
1184,2092,
1334,15342,
176,15342,
1175,8439,
191,8439,
1106,8439,
1626,13212,
783,13212,
800,13212,
1335,13212,
105,13212,
58,13212,
1422,18347,
547,18347,
1514,18347,
1401,18347,
438,18347,
1757,257,
1614,17988,
